"","ID","DemAffl","DemAge","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy"
"8355",18258514,3,33,"E","F","Midlands","Midlands","Silver",700,5,0
"8356",18259952,5,65,"E","M","Scottish","Border","Tin",0.01,13,0
"8357",18260713,4,55,"C","missing","South East","S & S East","Silver",420,4,0
"8358",18264190,6,68,"C","F","South East","London","Silver",2000,1,1
"8359",18268773,5,45,"F","F","South East","London","Tin",0.01,8,0
"8360",18269427,9,61,"B","M","North","N West","Tin",0.01,5,0
"8361",18271677,14,NA,"E","F","South East","S & S East","Silver",3000,8,1
"8362",18271847,10,33,"F","F","South West","S West","Silver",3000,3,1
"8363",18274250,NA,70,"A","M","South East","S & S East","Tin",0.01,9,0
"8364",18276601,7,50,"B","F","South East","London","Gold",6000,1,0
"8365",18277365,6,54,"B","F","Midlands","East","Gold",17042.92,9,0
"8366",18284930,8,29,"B","U","South East","London","Silver",1000,1,0
"8367",18286097,3,60,"C","missing","missing","missing","Gold",6000,1,0
"8368",18291619,9,55,"E","F","Scottish","N Scot","Tin",0.01,4,0
"8369",18293913,10,65,"C","F","Midlands","Wales & West","Gold",12000,8,0
"8370",18294847,4,74,"A","M","South East","London","Gold",6000,1,0
"8371",18295266,8,NA,"C","F","missing","missing","Tin",0.01,8,0
"8372",18298877,10,NA,"C","F","South East","London","Tin",0.01,8,0
"8373",18299903,1,46,"D","M","Midlands","Midlands","Silver",50,4,0
"8374",18301142,6,40,"C","M","Midlands","Midlands","Tin",0.01,5,0
"8375",18302211,9,42,"A","F","South East","London","Tin",0.01,8,1
"8376",18303935,5,75,"F","M","missing","missing","Silver",1000,5,0
"8377",18304842,8,79,"E","F","missing","missing","Silver",3000,1,0
"8378",18305547,16,31,"F","F","South West","S West","Tin",0.01,NA,0
"8379",18305776,8,77,"B","M","Midlands","Midlands","Silver",2400,4,1
"8380",18306810,3,41,"A","M","North","N West","Gold",6000,3,0
"8381",18311156,10,49,"C","F","Midlands","Wales & West","Gold",12000.01,7,0
"8382",18314139,10,65,"D","F","Midlands","Midlands","Gold",13240,6,0
"8383",18323987,5,60,"D","missing","South East","London","Gold",6000,2,0
"8384",18324959,5,55,"F","U","North","Yorkshire","Silver",1000,5,0
"8385",18330142,NA,25,"F","F","North","Yorkshire","Silver",2000,6,1
"8386",18335667,20,52,"B","F","Midlands","Midlands","Tin",0.01,5,1
"8387",18336582,7,69,"F","M","Scottish","N Scot","Silver",2500,24,0
"8388",18336663,6,55,"B","F","North","N West","Gold",10000,1,0
"8389",18338046,12,33,"D","M","South East","London","Tin",0.01,8,0
"8390",18338410,11,69,"C","M","Midlands","Midlands","Platinum",22167,11,0
"8391",18338976,9,66,"C","U","South East","S & S East","Gold",6000,1,0
"8392",18340474,13,49,"D","F","North","Yorkshire","Gold",6000,4,1
"8393",18341586,3,78,"C","missing","North","N East","Gold",12000,2,0
"8394",18341918,11,69,"E","F","Midlands","Midlands","Silver",2000,5,0
"8395",18342388,11,NA,"C","F","South East","London","Silver",5000,5,0
"8396",18343678,9,35,"D","U","North","N West","Tin",0.01,4,0
"8397",18346537,8,68,"D","F","South East","London","Tin",0.01,7,1
"8398",18346995,7,55,"E","F","Scottish","N Scot","Gold",6000,5,0
"8399",18348688,7,47,"F","F","North","Yorkshire","Silver",4000,6,0
"8400",18348858,4,32,"F","M","Midlands","Midlands","Silver",3000,3,0
"8401",18353932,6,46,"C","U","Midlands","East","Silver",1000.01,8,0
"8402",18354505,8,35,"C","F","North","Yorkshire","Tin",0.01,5,1
"8403",18354769,14,48,"D","F","Midlands","Midlands","Tin",0.01,9,0
"8404",18357776,3,70,"F","F","Midlands","Midlands","Gold",12000,2,0
"8405",18359736,5,66,"E","F","Midlands","East","Silver",4000,6,0
"8406",18361951,12,55,"F","M","North","Yorkshire","Gold",7800,23,0
"8407",18362656,6,66,"E","M","Midlands","Wales & West","Silver",3000,1,0
"8408",18364101,6,43,"E","M","South East","S & S East","Tin",0.01,9,0
"8409",18364144,16,31,"A","F","South East","London","Tin",0.01,4,1
"8410",18367712,11,70,"B","F","South East","S & S East","Silver",1000,5,0
"8411",18369928,13,65,"B","F","Scottish","C Scotland","Gold",6000,1,0
"8412",18371663,3,41,"D","M","South East","London","Tin",0.01,3,0
"8413",18380921,11,40,"D","M","South East","London","Silver",1200,8,0
"8414",18383963,11,48,"F","F","Midlands","Midlands","Silver",1000,5,1
"8415",18387373,7,40,"E","F","North","Yorkshire","Silver",2000,1,0
"8416",18387667,11,56,"D","missing","North","N West","Silver",2200,8,0
"8417",18388329,3,65,"C","F","missing","missing","Silver",5000,1,1
"8418",18388744,9,61,"C","F","missing","missing","Gold",10500,8,0
"8419",18394922,11,67,"C","U","Midlands","Midlands","Gold",11000,5,0
"8420",18395805,9,57,"B","F","North","Yorkshire","Gold",10000,5,0
"8421",18401880,9,NA,"E","F","South East","London","Tin",0.01,5,1
"8422",18404073,7,58,"E","missing","South East","London","Silver",3000,5,0
"8423",18404677,5,47,"A","M","North","N West","Gold",6053.35,6,0
"8424",18405835,4,55,"A","F","South East","S & S East","Gold",12088.81,8,0
"8425",18407323,11,56,"E","M","South East","S & S East","Silver",3000,8,0
"8426",18407943,7,58,"B","F","South East","S & S East","Tin",0.01,8,0
"8427",18412181,14,77,"A","M","South East","London","Gold",16000,5,1
"8428",18413722,NA,67,"B","M","Scottish","C Scotland","Gold",6000,5,1
"8429",18415806,8,76,"E","M","Midlands","Wales & West","Gold",10909.25,12,0
"8430",18419011,11,71,"F","U","Midlands","Wales & West","Silver",1000,4,0
"8431",18424767,14,49,"B","M","Midlands","Midlands","Platinum",20278.84,3,0
"8432",18425690,9,65,"B","F","South East","S & S East","Gold",12026.68,7,0
"8433",18425895,6,36,"C","M","North","N West","Silver",5,7,1
"8434",18426808,6,40,"D","F","North","N West","Silver",1000,5,0
"8435",18429343,6,71,"F","F","Midlands","Midlands","Silver",500,9,0
"8436",18430937,5,57,"missing","F","Midlands","Ulster","Tin",0.01,5,0
"8437",18432344,11,67,"F","M","South East","S & S East","Tin",0.01,9,0
"8438",18433103,9,61,"B","F","Midlands","Midlands","Silver",1500,1,1
"8439",18436684,5,38,"F","M","North","N East","Silver",420,4,0
"8440",18439071,8,76,"C","F","Midlands","Wales & West","Silver",2800,20,0
"8441",18439845,13,71,"F","F","South East","S & S East","Platinum",20314.87,3,1
"8442",18445071,10,48,"D","M","South East","S & S East","Gold",6000,2,0
"8443",18445918,8,73,"E","M","South East","S & S East","Silver",3000,5,1
"8444",18446272,8,43,"C","F","North","N West","Silver",3770,10,0
"8445",18447090,5,51,"B","U","South East","London","Gold",12106.7,7,0
"8446",18447198,8,NA,"C","F","North","N West","Tin",0.01,4,0
"8447",18447899,6,NA,"E","F","Midlands","East","Tin",0.01,10,0
"8448",18449166,7,34,"C","F","South East","London","Silver",420,5,1
"8449",18449417,9,NA,"F","F","North","N West","Silver",1000,6,1
"8450",18450768,7,53,"E","missing","North","Yorkshire","Silver",4200,3,0
"8451",18452833,8,43,"D","M","South East","London","Gold",6500,11,1
"8452",18454313,5,53,"B","F","South East","S & S East","Silver",100,1,0
"8453",18456278,11,63,"F","F","Midlands","Wales & West","Gold",6000,2,1
"8454",18458106,11,39,"E","missing","South East","London","Gold",19020,9,0
"8455",18459072,10,62,"C","F","Midlands","Wales & West","Silver",4884.25,9,1
"8456",18460542,7,52,"B","U","South East","London","Platinum",24606.7,6,0
"8457",18462537,4,40,"B","missing","South East","London","Gold",7800,8,0
"8458",18468888,10,72,"A","F","South East","London","Platinum",36295.29,12,0
"8459",18470254,14,49,"F","U","Scottish","Border","Tin",0.01,5,0
"8460",18471811,11,50,"B","M","Midlands","Wales & West","Tin",0.01,7,0
"8461",18474608,3,46,"B","U","South East","London","Silver",1500,8,0
"8462",18478867,11,47,"F","U","North","Yorkshire","Gold",6000,2,0
"8463",18479359,14,65,"C","F","North","Yorkshire","Silver",3000,16,0
"8464",18480306,6,43,"B","F","Midlands","Wales & West","Silver",1000,11,1
"8465",18482120,7,37,"C","F","South East","London","Silver",420,5,1
"8466",18482481,16,43,"C","F","South East","London","Silver",3000,11,1
"8467",18489664,8,53,"missing","U","Midlands","Wales & West","Tin",0.01,8,1
"8468",18491588,12,39,"C","F","South East","London","Silver",50,9,1
"8469",18494250,9,31,"F","F","Midlands","Midlands","Silver",1000,1,0
"8470",18496946,9,59,"D","U","North","N East","Platinum",20634.99,3,0
"8471",18497225,14,48,"B","U","South East","London","Platinum",1e+05,1,1
"8472",18501842,10,49,"A","M","South East","London","Tin",0.01,4,1
"8473",18502717,4,73,"D","M","Midlands","East","Silver",3000,18,0
"8474",18503217,8,38,"F","M","North","N West","Tin",0.01,5,0
"8475",18503624,15,NA,"D","M","Scottish","C Scotland","Silver",600,4,1
"8476",18504426,10,42,"F","F","South East","London","Silver",40.01,7,1
"8477",18507565,6,62,"D","F","North","Yorkshire","Gold",6000,17,0
"8478",18508588,9,57,"missing","M","Midlands","Ulster","Gold",6000,6,0
"8479",18510450,4,51,"F","M","North","N West","Gold",9000,5,0
"8480",18510809,4,59,"F","F","North","Yorkshire","Silver",600,5,0
"8481",18510930,3,66,"C","M","North","N West","Tin",0.01,10,0
"8482",18516963,7,79,"A","M","Midlands","Wales & West","Silver",1000,32,0
"8483",18517773,6,74,"E","missing","South East","S & S East","Tin",0.01,5,0
"8484",18518354,7,45,"D","F","Midlands","Midlands","Tin",0.01,5,0
"8485",18518885,12,53,"E","F","South East","S & S East","Silver",2200,4,0
"8486",18519547,9,28,"F","M","Midlands","Midlands","Gold",6000,NA,1
"8487",18521738,8,33,"C","F","Midlands","Wales & West","Tin",0.01,4,0
"8488",18521851,15,58,"F","F","Midlands","Wales & West","Tin",0.01,8,1
"8489",18522475,11,54,"C","F","Midlands","East","Tin",0.01,8,1
"8490",18523544,6,51,"A","U","Scottish","N Scot","Silver",50,10,0
"8491",18525113,9,52,"C","F","Midlands","Wales & West","Gold",10600,8,0
"8492",18525482,NA,28,"D","F","South East","S & S East","Silver",250,8,1
"8493",18526837,7,62,"B","M","South East","London","Gold",6453.35,7,0
"8494",18528015,9,48,"A","M","South East","S & S East","Tin",0.01,5,0
"8495",18528074,10,52,"B","missing","Scottish","C Scotland","Gold",18000,2,0
"8496",18531369,6,55,"C","F","South East","London","Silver",3000,8,1
"8497",18532667,7,42,"E","F","Midlands","Wales & West","Tin",0.01,6,0
"8498",18535461,4,59,"E","F","Midlands","East","Tin",0.01,5,1
"8499",18536646,14,65,"U","F","South East","S & S East","Gold",6000,2,0
"8500",18536824,8,76,"B","F","South West","S West","Gold",12000.01,7,0
"8501",18537510,12,71,"D","F","Scottish","Border","Silver",500,10,0
"8502",18540155,11,48,"D","missing","Midlands","Midlands","Silver",0.02,4,0
"8503",18545467,7,NA,"F","F","South East","S & S East","Gold",20000,24,0
"8504",18545688,9,74,"C","F","South West","S West","Platinum",20765.47,3,0
"8505",18546757,14,58,"F","F","North","Yorkshire","Silver",1000,5,0
"8506",18547273,10,51,"D","F","North","N East","Silver",0.02,11,0
"8507",18549365,5,73,"C","M","South East","S & S East","Silver",1200,12,0
"8508",18549543,8,62,"B","missing","South East","S & S East","Silver",75.01,4,0
"8509",18550312,14,62,"B","F","South West","S West","Gold",12000,5,1
"8510",18551068,6,71,"D","missing","South East","London","Silver",3000.01,33,0
"8511",18551831,9,34,"missing","F","South West","S West","Tin",0.01,5,1
"8512",18552625,12,47,"D","missing","South East","London","Silver",50,10,0
"8513",18553788,6,38,"F","F","South East","London","Tin",0.01,5,0
"8514",18554245,13,77,"F","F","South West","S West","Tin",0.01,5,0
"8515",18554342,8,52,"B","M","South East","London","Silver",5000,1,0
"8516",18554806,7,66,"B","F","South East","S & S East","Gold",6000,4,0
"8517",18554857,5,35,"D","F","Midlands","Wales & West","Tin",0.01,5,0
"8518",18556582,18,35,"F","F","Scottish","N Scot","Gold",7000,10,1
"8519",18559883,7,34,"F","M","South East","London","Silver",420,7,0
"8520",18560555,10,35,"D","F","North","N West","Tin",0.01,5,1
"8521",18560911,NA,60,"B","F","South East","S & S East","Silver",0.02,8,0
"8522",18561233,8,55,"A","F","South East","S & S East","Gold",6000,4,0
"8523",18563309,12,NA,"D","M","North","N East","Tin",0.01,8,0
"8524",18563848,9,44,"F","F","North","N West","Silver",3000,8,0
"8525",18567045,18,34,"E","F","Midlands","East","Gold",12000,8,1
"8526",18567355,5,67,"F","U","North","Yorkshire","Silver",1000,1,0
"8527",18568181,4,66,"E","F","South East","London","Platinum",27000,4,0
"8528",18569234,9,53,"F","U","South East","London","Tin",0.01,5,0
"8529",18569447,4,51,"F","M","South East","S & S East","Silver",50,9,0
"8530",18569544,6,73,"F","F","Midlands","Wales & West","Silver",480,5,0
"8531",18569714,12,49,"C","F","Midlands","Wales & West","Gold",6000,12,1
"8532",18570291,9,NA,"D","F","South East","London","Gold",19000,6,0
"8533",18570372,NA,59,"D","M","Midlands","East","Silver",5000,3,0
"8534",18571948,6,44,"D","F","North","Yorkshire","Tin",0.01,5,0
"8535",18572065,10,53,"F","F","South East","London","Silver",1360,9,0
"8536",18572227,10,46,"B","M","Midlands","Midlands","Tin",0.01,5,0
"8537",18572871,7,75,"B","F","Midlands","Midlands","Silver",1020,0,0
"8538",18573738,6,NA,"A","F","South East","S & S East","Silver",3000,23,0
"8539",18574211,4,53,"C","M","South East","S & S East","Gold",6000,6,0
"8540",18574297,9,70,"B","M","South East","S & S East","Tin",0.01,4,0
"8541",18575285,6,63,"F","F","Midlands","Midlands","Silver",5000,4,0
"8542",18576729,15,37,"F","F","Midlands","East","Silver",300,11,1
"8543",18576826,3,27,"F","F","South East","London","Silver",420.01,5,1
"8544",18577571,9,60,"F","M","Midlands","Wales & West","Gold",12000,11,0
"8545",18579620,12,33,"C","F","Midlands","Wales & West","Silver",4500,4,1
"8546",18580114,10,74,"B","missing","South West","S West","Tin",0.01,8,0
"8547",18581420,15,40,"C","F","North","N West","Silver",1200,8,0
"8548",18581501,8,67,"F","M","Midlands","Midlands","Silver",2000,7,1
"8549",18584179,14,43,"D","M","South East","London","Tin",0.01,7,0
"8550",18584330,9,29,"F","F","North","Yorkshire","Silver",840,3,1
"8551",18584357,7,44,"D","M","Midlands","Midlands","Silver",3020,5,0
"8552",18585094,10,NA,"C","F","South East","S & S East","Tin",0.01,5,1
"8553",18585337,5,46,"D","missing","Midlands","East","Tin",0.01,5,0
"8554",18586996,9,NA,"F","F","Midlands","Midlands","Gold",10000,2,0
"8555",18587615,12,78,"C","F","North","Yorkshire","Platinum",30026.67,32,0
"8556",18588190,8,57,"D","F","South East","London","Tin",0.01,9,0
"8557",18588468,9,54,"D","missing","South East","London","Tin",0.01,5,0
"8558",18588786,11,53,"B","missing","Midlands","Midlands","Silver",15,8,0
"8559",18589758,6,NA,"D","M","Midlands","East","Gold",6000,2,0
"8560",18590314,10,54,"B","F","South East","S & S East","Gold",6400,2,1
"8561",18590926,10,75,"B","M","South West","S West","Gold",6000,1,0
"8562",18591329,10,47,"F","M","Midlands","Midlands","Tin",0.01,7,0
"8563",18592279,11,58,"B","missing","South East","London","Gold",6000,NA,0
"8564",18592732,6,64,"A","F","South East","London","Tin",0.01,5,0
"8565",18593348,13,31,"C","M","Scottish","N Scot","Tin",0.01,5,0
"8566",18593704,9,60,"B","F","South East","London","Silver",4000,1,0
"8567",18595111,10,64,"C","M","North","N West","Gold",6000,2,0
"8568",18595219,9,36,"C","F","South East","London","Silver",2500,3,1
"8569",18596894,11,70,"D","F","Midlands","Midlands","Silver",1000,2,1
"8570",18596975,15,62,"A","F","South East","S & S East","Silver",2705.74,12,0
"8571",18603297,8,52,"A","F","Scottish","C Scotland","Gold",6053.35,6,0
"8572",18603378,5,NA,"F","U","South East","London","Tin",0.01,7,0
"8573",18603424,5,NA,"B","M","South East","London","Platinum",21000,5,0
"8574",18603572,7,65,"E","F","North","N West","Gold",6000,2,0
"8575",18604544,12,42,"D","F","Midlands","East","Silver",100,9,0
"8576",18605206,11,63,"D","F","Midlands","Wales & West","Silver",1230.33,18,1
"8577",18605575,8,47,"B","M","South East","London","Tin",0.01,5,1
"8578",18606539,16,48,"B","M","South East","London","Silver",3000,2,0
"8579",18606652,7,62,"E","U","South East","London","Silver",3000,8,0
"8580",18606741,8,NA,"D","M","Midlands","Midlands","Tin",0.01,8,0
"8581",18607608,10,55,"A","U","South East","London","Silver",4750,8,0
"8582",18608248,3,68,"B","F","Scottish","C Scotland","Silver",5000,1,0
"8583",18608655,7,40,"F","U","Scottish","C Scotland","Tin",0.01,5,0
"8584",18609104,6,47,"C","F","South East","S & S East","Tin",0.01,4,0
"8585",18610439,13,38,"C","U","Midlands","Midlands","Silver",5000,5,0
"8586",18610552,12,25,"C","F","South East","London","Silver",1500,5,0
"8587",18611230,5,48,"A","M","South East","London","Tin",0.01,7,0
"8588",18612490,14,58,"B","F","North","N West","Tin",0.01,5,1
"8589",18614248,6,73,"E","M","South East","London","Gold",6053.35,11,0
"8590",18617115,10,68,"A","F","South East","London","Gold",12053.35,NA,0
"8591",18617662,6,53,"E","F","missing","missing","Silver",300,9,0
"8592",18617824,19,45,"D","F","Midlands","Midlands","Tin",0.01,6,1
"8593",18618456,11,50,"F","missing","Midlands","East","Tin",0.01,5,0
"8594",18618723,6,62,"F","M","Midlands","Wales & West","Tin",0.01,9,0
"8595",18619185,9,50,"D","F","South East","London","Gold",6053.35,6,0
"8596",18619940,9,62,"B","F","Scottish","C Scotland","Platinum",21000,12,0
"8597",18620078,6,73,"C","M","Scottish","N Scot","Gold",6250,14,0
"8598",18620604,6,68,"C","M","South East","London","Silver",3000,3,0
"8599",18620744,8,58,"F","M","South East","London","Gold",6000,2,0
"8600",18621880,12,52,"B","M","North","Yorkshire","Gold",6000,2,0
"8601",18624774,14,63,"A","F","Midlands","Midlands","Silver",1200,1,1
"8602",18625479,30,39,"F","F","North","N West","Silver",3000,7,1
"8603",18625533,8,49,"A","missing","South East","London","Tin",0.01,4,0
"8604",18626718,9,63,"D","F","North","N West","Silver",600,9,0
"8605",18627579,10,41,"D","F","South East","S & S East","Tin",0.01,6,1
"8606",18627773,5,75,"B","M","North","N East","Silver",5000,2,0
"8607",18630235,15,31,"F","F","South East","London","Silver",35,2,1
"8608",18630731,9,58,"C","F","Midlands","Wales & West","Tin",0.01,4,0
"8609",18633471,10,46,"E","F","South East","London","Silver",2000,11,0
"8610",18633943,16,72,"D","F","Scottish","Border","Silver",4884.25,14,1
"8611",18634737,5,72,"E","M","South East","London","Gold",6000,1,0
"8612",18635385,8,74,"D","F","Midlands","Midlands","Gold",12053.35,5,1
"8613",18635857,6,43,"F","F","Scottish","C Scotland","Tin",0.01,5,1
"8614",18635997,7,45,"B","missing","South East","London","Silver",100.01,9,0
"8615",18636853,18,37,"F","F","Midlands","Wales & West","Tin",0.01,5,1
"8616",18637035,10,71,"B","M","South West","S West","Silver",2500.8,8,0
"8617",18637566,13,40,"C","M","South East","London","Silver",120.01,8,1
"8618",18638988,7,72,"B","F","Midlands","Wales & West","Gold",6000,2,0
"8619",18639380,9,58,"D","missing","South East","London","Gold",10000,6,0
"8620",18639976,10,42,"D","F","North","N West","Tin",0.01,8,0
"8621",18640923,6,44,"F","U","North","Yorkshire","Silver",500,9,0
